source,state,district,river,raw_location,description,geom
news_reports,Madhya Pradesh,"Bhopal, Ashoknagar, Chhindwara, Dindori, Khandwa (East Nimar), Datia, Guna, Chhatarpur, Damoh, Katni, Mandla, Indore, Narmadapuram, Anuppur, Ratlam, Satna, Rewa, Rajgarh",N/A,,"The National Green Tribunal ordered a stay on all sand mining activities across Madhya Pradesh during the monsoon, citing ecological damage to river systems. The central zone bench, comprising Justice Dalip Singh and expert member Bikram Singh Sajwan, emphasized that mining during the monsoon violates environmental and fisheries policies, especially as it disrupts aquatic breeding between June 16 and August 15. The order followed a petition filed by Kolar-based social worker Amarkant Mishra, who challenged the state's decision to extend sand mining till July 31, despite earlier illegal extensions in March and June. The tribunal asserted that mining policies cannot override the fisheries policy. The state, in response, claimed 124 of 1,077 sand quarries in MP were operational with valid environmental clearances, and only 61 of these had explicit non-monsoon conditions. Petitioner’s counsel Dharamvir Sharma argued that the June 30 extension violated Rule 41(6) of the MP Minor Mineral Rules, 1996, and bypassed due legal process. The NGT directed all district collectors and mining officers to submit compliance reports by July 23.",
news_reports,Madhya Pradesh,"Bhopal, Chhindwara, Damoh, Chhatarpur, Ashoknagar, Anuppur, Datia, Dindori, Khandwa (East Nimar), Guna, Narmadapuram, Indore, Katni, Mandla, Raisen, Rajgarh, Ratlam, Rewa, Satna","Chambal, Yamuna, Gomti, Ganga, Hindon",,"The Supreme Court reportedly directed the National Green Tribunal to consider, within a week, the plea filed by the Madhya Pradesh government, which sought a modification of the NGT’s blanket ban on sand mining without a licence or environmental clearance, according to a PTI report. Initially, the NGT had restrained illegal sand mining on the beds and banks of rivers Yamuna, Ganga, Hindon, Chambal, Gomti, among others, but later modified its order saying the issue of illegally removing sand has nationwide implications.


It was stated that the plea, submitted through the state’s Chief Secretary, highlighted that the NGT’s August 5 order had halted sand mining even on areas under five hectares, thereby disrupting the construction industry. The Supreme Court bench—led by Justices A. K. Patnaik and J. S. Khehar—was reported to have emphasized that, under the MP Minor Minerals Rules, 1996, district authorities have the power to permit sand mining on areas under five hectares, and thus asked the NGT to expedite its consideration and pass an order “in accordance with law” within a week ",
news_reports,Madhya Pradesh,Bhind,N/A,,"Three local digital journalists from Bhind district—Pritam Singh Rajawat (YouTube channel journalist), Shashikant Goyal (local news portal), and Amarkant Chauhan (digital media reporter)—have levelled serious allegations against Superintendent of Police Dr. Asit Yadav.

According to their complaint, on 1st May, the SP allegedly summoned the journalists individually and physically assaulted them in a fit of rage. The journalists claim they were targeted due to their critical reporting on local law enforcement and administrative functioning in relation to illegal Sand Mining.

Key Allegations:

•

All three journalists were reportedly beaten without legal justification, with some being held beyond permissible time despite no formal charges.

•

Pritam Singh alleges that he was warned and then beaten for five minutes straight.

•

Shashikant Goyal states that he sustained visible physical injuries, which were later verified by medical professionals.

•

Amarkant Chauhan claims the SP verbally abused him and then assaulted him without any provocation.

•

A video clip allegedly showing the incident has emerged, adding weight to the journalists’ allegations.

The victims are demanding judicial intervention and have filed formal complaints, citing police overreach, custodial violence, and suppression of press freedom. They argue this is part of a broader pattern of intimidation against journalists in smaller towns.

The SP, Dr. Asit Yadav, has not issued a public statement, while police officials have neither confirmed nor denied the allegations.

 

Supporting links: 
https://www.thehindu.com/news/national/madhya-pradesh/supreme-court-protects-two-madhya-pradesh-journalists-against-coercive-action-asks-them-to-move-high-court/article69674613.ece#:~:text=The%20journalists%20alleged%20that%20they%20were%20kidnapped%2C,for%20reporting%20on%20illegal%20sand%20mining%20activities.&text=The%20Supreme%20Court%20on%20Monday%20(June%209%2C,for%20reporting%20on%20illegal%20sand%20mining%20activities


  ",
news_reports,Madhya Pradesh,"Mandsaur, Neemuch",N/A,,"Illegal sand mining is on the rise near the Gandhi Sagar Dam, located along the border of Mandsaur and Neemuch districts in Madhya Pradesh. Sand mafias are using high-tech machines to extract sand from as deep as 60 feet underwater. A team led by Mandsaur's Mining Officer Bhavan Sengar conducted a raid and seized five heavy machines involved in this illegal activity. These machines were found operating from the Manasa region in Neemuch. The seized equipment and boats have been taken to a company compound nearby.

This action follows several complaints about unauthorized mining in the region. Since the site lies along the boundary of two districts, joint administrative effort is needed for effective crackdown.


(This news is probably from the Chambal river)


गांधी सागर बांध के आसपास, मन्दसौर और नीमच जिलों की सीमा पर अवैध रेत खनन की गतिविधियां तेज़ हो गई हैं। रेत माफिया हाईटेक मशीनों की मदद से गहरे पानी से रेत निकाल रहे हैं। मन्दसौर जिले के खनिज अधिकारी भवन सेंगर के नेतृत्व में एक टीम ने कार्रवाई करते हुए पांच अत्याधुनिक मशीनों को जब्त किया, जो 60 फीट गहराई तक से रेत खींच सकती हैं।

यह मशीनें नीमच जिले के मनासा क्षेत्र से जुड़ी पाई गई हैं। खनिज विभाग ने मशीनों और नावों को जब्त कर एक निजी परिसर में खड़ा किया है। लंबे समय से अवैध खनन की शिकायतें मिल रही थीं, जिसके बाद यह छापेमारी की गई। अधिकारियों ने बताया कि दो जिलों की सीमा होने के कारण कार्रवाई में प्रशासनिक समन्वय जरूरी होता है।

",
news_reports,Rajasthan,Dhaulpur,Chambal,,"In Rajasthan’s Dholpur district, officials reported that a police constable had sustained a bullet injury during an encounter with alleged members of an illegal sand mining gang. The incident took place in the Rajakhera area, where sand mining is prohibited by a Supreme Court order due to the ecological sensitivity of the Gharial sanctuary located there.


Authorities stated that the encounter occurred on a Tuesday, after a patrolling team received intelligence about a tractor-trolley transporting illegally mined sand. As the police gave chase, an individual on a motorcycle, who was reportedly escorting the tractor, opened fire on the patrol vehicle, injuring a constable in the shoulder.


Following the exchange of fire, police launched a search operation during which three suspects were apprehended. Officials confirmed that all three accused sustained gunshot injuries to their legs. The arrested individuals were believed to be associated with a sand mining ""mafia"" that allegedly operates by smuggling sand from Rajakhera to Agra.


The police acknowledged that, despite the Supreme Court’s ban on mining in the region, such illicit activities had continued. They added that the Rajasthan government had been making efforts to clamp down on these illegal operations.",
news_reports,Madhya Pradesh,Bhind,Chambal,,"The Supreme Court of India reportedly granted interim protection from arrest to two journalists from Madhya Pradesh, Shashikant Jatav and Amarkant Singh Chouhan, after they alleged threats from Bhind police for reporting on illegal sand mining in the Chambal River. According to the petitioners, they were assaulted and harassed by police officials, including an incident where Chouhan claimed the superintendent of police had physically assaulted and humiliated him in front of other journalists. The journalists, who had taken refuge in Delhi since May 5, also alleged that attempts were made to coerce them into withdrawing their complaints.


Advocate Warisha Farasat, representing the journalists, reportedly told the court that the petitioners faced a genuine threat to their lives. The Madhya Pradesh government, however, denied all allegations and claimed that the journalists were facing extortion charges, arguing against any protective relief. The Supreme Court bench of Justices PK Mishra and Manmohan directed the journalists to approach the Madhya Pradesh High Court within two weeks and ordered that they should not be arrested in the meantime. The court also remarked on the seriousness of the allegations and questioned why someone would travel to Delhi without cause, before declining to entertain the petition under Article 32.",
news_reports,Madhya Pradesh,Bhind,Chambal,,"Four journalists from Madhya Pradesh—Amarkant Singh Chauhan (Swaraj Express), Dharmendra Ojha (News24), Shashikant Goyal (Bejor Ratna), and Pritam Singh Rajawat (NDV Bharat)—have alleged that they were assaulted and subjected to casteist slurs by police officers inside Bhind SP Asit Yadav’s office on May 1. Chauhan claimed he was called under the pretext of a meeting but was slapped, abused, and restrained, while other journalists were allegedly assaulted before him. The group linked the attack to their reports on alleged police extortion.


They filed a complaint with the Madhya Pradesh DGP on May 13, and a second one to the Press Council of India on May 20, alleging harassment and caste-based abuse. Days later, they fled to Delhi, fearing police reprisal, and alleged that Bhind police tried tracking them there. SP Asit Yadav denied all charges, calling the journalists “blackmailers,” and Bhind police posted a warning on Facebook on May 2 about an “organised gang of YouTubers.” The Madhya Pradesh DGP has not yet responded to the allegations.


(While the article does not reference sand mining, it is evident that the journalists were covering this topic in related articles- )

https://dainik.bhaskar.com/nEvAolBY4Sb


https://www.thehindu.com/news/national/madhya-pradesh/supreme-court-protects-two-madhya-pradesh-journalists-against-coercive-action-asks-them-to-move-high-court/article69674613.ece#:~:text=The%20journalists%20alleged%20that%20they%20were%20kidnapped%2C,for%20reporting%20on%20illegal%20sand%20mining%20activities.&text=The%20Supreme%20Court%20on%20Monday%20(June%209%2C,for%20reporting%20on%20illegal%20sand%20mining%20activities
  )",
news_reports,Madhya Pradesh,"Panna, Morena",Ken,,"In a major crackdown on the mining mafia in Madhya Pradesh, police officials reported the arrest of multiple individuals following the death of 30-year-old IPS officer Narendra Kumar Singh, who was allegedly crushed to death by a tractor-trolley involved in illegal stone quarrying in Morena. Authorities stated that Kubar Singh was arrested on Sunday for allegedly opening fire on a police team that had gone to Ajaygarh in Panna district to investigate illegal sand mining. The team, led by Sub-Divisional Magistrate Nathuram Goud and SDPO Jagannath Singh Markam, was reportedly attacked near Chandipatha, after which police removed a makeshift bridge constructed over the Ken River to transport sand into Uttar Pradesh. 


Officials also confirmed the arrest of BJP’s Morena district vice-president Hamir Singh, who was accused of assaulting Mining Inspector Rajkumar Barethe and forcibly retrieving two tractor-trolleys seized during a raid on January 31. Authorities described the incidents as indicative of the escalating threat posed by the mining mafia and highlighted the urgency of strong enforcement measures to tackle the criminal-political nexus in illegal resource extraction.",
news_reports,Madhya Pradesh,Gwalior,N/A,,"On December 27, 2019, Imarti Devi (Women & Child Development Minister of Madhya Pradesh) wrote to Chief Minister Kamal Nath requesting the lifting of a ban on six sand mining sites in Gwalior district. She noted that although the Department of Minerals had approved operations, the district administration’s ban was blocking sand supply in the region.",
news_reports,Chhattisgarh,Rajnandgaon,N/A,,"Mining Officer Praveen Chandrakar posted in Rajnandgaon district, Chattisgarh, was suspended following irregularities in sand mining in the district and failure to control illegal mining.",
news_reports,Madhya Pradesh,Bhind,N/A,,"On May 28, 2025, journalist Amarkant Singh Chouhan, the Bhind Bureau Chief of Swaraj Express, approached the Delhi High Court, seeking protection for his right to life, personal liberty, and freedom of speech and profession under Article 19(1) of the Constitution. He alleged that he faced threats and assault from Bhind Superintendent of Police Asit Yadav, following his reporting on illegal sand mining in the Chambal River, allegedly carried out with police connivance.


Chouhan’s petition claimed that on May 1, 2025, he and other journalists were summoned to the SP’s office, where they were allegedly stripped to their undergarments and physically assaulted. He stated that due to ongoing harassment, he and fellow journalist Shashikant Goyal fled to Delhi on May 19 and submitted complaints to the Press Council of India and NHRC.


Justice Ravinder Dudeja directed the Delhi Police to provide two-month protection to Chouhan and asked that his local police station and SHO be informed of his whereabouts. The court allowed him to approach the Madhya Pradesh High Court later for further legal remedies. While the Delhi Police counsel opposed the petition, the court ordered the necessary interim safety measures, citing the seriousness of the allegations.",
news_reports,Madhya Pradesh,Sheopur,Chambal,,"The report highlights the alarming scale of illegal sand mining taking place along the Chambal River, particularly in Sheopur district, Madhya Pradesh, which is home to the critically endangered gharial population. Despite legal protections and the presence of the National Chambal Sanctuary, mining mafias are reportedly extracting sand with near impunity—up to 200 tractor-trolleys per day—posing severe threats to the fragile riverine ecosystem.


This illegal activity is allegedly enabled by administrative negligence and possible complicity of local officials. Mining is carried out using heavy machinery, including Pokland (excavators), in violation of environmental norms and Supreme Court orders, which ban mechanized sand mining in protected zones.


The gharial, already endangered, faces habitat degradation due to riverbank erosion and sediment imbalance caused by rampant extraction. Despite repeated complaints, law enforcement and forest departments have failed to act, allowing the mining mafia to operate freely, especially near Palighat, a key gharial nesting site.


The report raises urgent concerns over the ecological consequences of illegal mining.",
news_reports,Madhya Pradesh,Shahdol,Sone,,"Illegal sand mining is rampant in Shahdol’s Son River, where a contractor company is using heavy machinery to extract sand from the riverbed, violating state guidelines. Authorities, including the MLA and mining department, claim ignorance despite clear evidence. The mining is causing severe environmental damage, including river flow diversion and ecosystem destruction. Mining is only permitted up to 3 meters deep or the water level (whichever is lower). However, deep pits are being dug in the middle of the Son River, violating regulations.",
news_reports,Madhya Pradesh,"Sidhi, Morena","Sone, Chambal",,The Madhya Pradesh government planned to de-notify 100 sq km across two wildlife sanctuaries to curb illegal sand mining and increase sand availability at cheaper prices.     Government claimed that de-notification would protect nearby wildlife habitats by regulating mining in areas where gharial (Gavialis gangeticus) breeding is absent. The move aimed to bring unregulated mining zones under legal oversight.,
news_reports,Madhya Pradesh,Chhatarpur,Urmil,,"IFS Officer Abhishek Tomar was attacked by members of the sand mafia while checking for documents from a tractor filled with illegal sand. The tractor tried to run him over and sped. After he escaped and tried to chase, bikers escorting the tractor also shot at him. All four suspects were identified and a raid was conducted at one of the homes, confiscating illegally mined sand and 40 teak logs. No arrest has been made but all four are booked under an attempt to murder.",
news_reports,Nagaland,Dimapur,Dhansiri,,"One JCB extractor was seized and a police complaint registered at the East Police Station, Dimapur, following discovery of illegal sand mining behind Interstate Terminus, Purana Bazar. The district administration re-emphasised the complete ban on sand and boulder mining in Dimapur district, and warned that stern legal action will be taken against all violators.",
news_reports,Madhya Pradesh,Morena,N/A,,"The lone accused in the murder of IPS officer Narendra Singh was sentenced to 10 years of rigorous imprisonment and Rs 10,000 for culpable homicide and 2 years of imprisonment alongside Rs 1,000 fine for obstructing government work by the special CBI court. Fourth additional sessions judge Anupam Shrivastav in his order observed that the IPS officer tried to stop accused Gujjar’s tractor trolley which was carrying illegally mined stones on March 8, 2012 in Banmore, but Gujjar continued to move on evading all barricades. Finally the officer tried to stop him by climbing over the trolley, but Gujjar hit him due to which the IPS officer fell and came under the rear wheel of tractor trolley. He was taken to a hospital in Gwalior where he succumbed.",
news_reports,Madhya Pradesh,Sheopur,Parbati (Chambal),,"Sheopur police from 3 police stations conducted action on reports of illegal sand mining at Badodia Ghat on Parvati river. Upon reaching the site, there were no miners present but 1200 trolleys of sand, worth around Rs 50 lakhs was found. They destroyed the same by mixing it with mud.",
news_reports,Madhya Pradesh,Sheopur,N/A,,"Government confiscated 50 trolleys filled with sand and gravel stored near the Sheopur city.  The sand mafia has illegally stocked sand and gravel. The district administration had received information about illegal sand and gravel, and then they held a meeting on the night of January 10 and made a plan. to conduct raids on the morning of January 11.


The government is presently looking to penalise the offenders with heavy fines.",
news_reports,Haryana,"Palwal, Sonipat, Faridabad, Yamunanagar",Yamuna,,"Former Haryana Minister and senior Congress leader Karan Dalal has written to the National Green Tribunal (NGT), drawing its attention to what he called “ongoing illegal and unrestrained” sand mining operations along the banks of the Yamuna river, particularly in the districts of Palwal, Faridabad, Sonipat, and Yamuna Nagar. He sought “urgent, firm, and exemplary action” against all individuals and entities involved. In a detailed nine-page letter outlining numerous violations, Mr. Dalal alleged a “systematic and large-scale plunder” of the Yamuna riverbed, orchestrated by a “powerful, well-organised, and influential sand mining mafia” operating with blatant impunity.",
news_reports,Madhya Pradesh,Morena,Chambal,,"In a 2014 account, The New Indian Express reported that the CBI registered two separate cases against the sand mafia in Morena district, Madhya Pradesh, following instructions from the Gwalior Bench of the High Court. 


The first case involved an attack on a National Chambal Sanctuary team near Devri, Morena, when officials attempted to stop tractors laden with illegally mined sand from the Chambal River; the perpetrators allegedly tried to run over them. The second FIR was filed under various IPC sections for an attempted murder committed with country-made revolvers, during which a Head Constable of the Special Armed Force (SAF) was injured. Reportedly, on April 21, the High Court had ordered a CBI inquiry, and a five-member team from CBI took over the files from the state police after setting up a camp in Morena Circuit House. 


The report added that the sand mafia operated with protection from local politicians, and recounted that an IPS officer, Narendra Kumar, had been crushed to death by the mafia in 2012 when he tried to stop another illicit load of sand ",
news_reports,Madhya Pradesh,"Alirajpur, Balaghat, Ashoknagar, Anuppur, Barwani, Betul, Bhopal, Burhanpur, Chhatarpur, Chhindwara, Damoh, Datia, Bhind, Dewas, Dhar, Dindori, Khandwa (East Nimar), Guna, Gwalior, Harda, Narmadapuram, Indore, Jabalpur, Jhabua, Katni, Mandla, Mandsaur, Morena, Narsimhapur, Neemuch, Panna, Raisen, Ratlam, Rewa, Sagar, Satna, Sehore, Seoni, Shahdol, Rajgarh, Shajapur, Sheopur, Shivpuri, Sidhi, Singrauli, Tikamgarh, Umaria, Vidisha, Khargone (West Nimar), Niwari, Pandhurna, Ujjain, Mauganj, Maihar, Agar-Malwa",N/A,,"Due to monsoon, sand transportation has been banned in Madhya Pradesh. Mining from sand mines has been completely stopped. There will be no sand mining in the state from July 1 to September 30. From July 1, the district administration team will go to the authorized storage sites and verify the rate stock. ",
news_reports,Tamil Nadu,Karur,Amaravathi,,"The State informed the Madras High Court that a detailed action plan to curb illegal sand mining in the Amaravathi River, Karur district, will be submitted by the district collector. District and taluk committees are already in place, and enforcement through criminal cases and vehicle seizures is ongoing. The court has scheduled the next hearing for July 10, 2025.


The court was hearing the suo motu proceedings initiated to take steps to protect the river. The Register (Judicial) of the Madurai Bench sought a direction to the State to remove encroachments made on the riverbed/bunds, and failure to prevent illegal mining and destruction of river bunds, will be met with action.",
news_reports,Karnataka,Koppal,Hirehalla,,"An FIR was filed after a raid on illegal sand mining activities in the Hirehalla River, near Hiresindhogi village, Koppal taluk. Authorities seized 3,000 metric tonnes of sand valued at Rs 2.4 lakh and over 50 boats. However, the FIR did not name any suspects. The BJP criticized the move, calling it a formality and urged authorities to name the individuals involved.",
news_reports,Kerala,"Pathanamthitta, Malappuram, Palakkad, Thrissur, Ernakulam, Kannur, Kasargod","Pamba, Achankovil, Periyar, Muvattupuzha, Bharathapuzha, Chaliyar, Kadalundi, Uppala, Chandrawal, Sreekandapuram, Valapattanam, Perumba, Shiriya, Payaswini, Mogral",,"A sand audit conducted by the Revenue Department in Kerala has estimated that approximately ~1.7 crore tonnes of extractable sand are available across 14 rivers, with extraction pending mining-geology department approval. The estimated value at ₹6/kg exceeds ₹10,215 crores.",
news_reports,Goa,"North Goa, South Goa",Mandovi,,"The Goa River Sand Protectors Network has filed a petition with the National Green Tribunal (NGT) challenging the Environmental Clearance (EC) granted on February 3, 2025, by the Goa State Environment Impact Assessment Authority (SEIAA) for sand mining in Zone 4 of the Mandovi River near Khandola, Ponda. The clearance permits manual extraction of 1,000 m³ per annum over a 4.5 ha area. The group contends that this violates paragraph 3(x) of the CRZ Notification, 2011, as the site falls under CRZ IV‑B (water body), where mining is prohibited. The NGT has admitted the appeal and scheduled the next hearing for August 13, 2025.",
news_reports,Andhra Pradesh,Krishna,N/A,,"The Supreme Court has directed the Andhra Pradesh government to submit its inquiry report—currently sealed—on the alleged ₹195 cr illegal mining scam involving former MLA Vallabhaneni Vamsi Mohan. The matter concerns anticipatory bail previously granted and is set for a detailed hearing on July 17, 2025.


According to the State’s petition, the largescale illegal mining activities allegedly took place between 2019 and 2024 across Gannavaram, Bapulapadu, and Vijayawada Rural mandals. The State submitted that Mr. Mohan, during his tenure as MLA, had misused his office and conspired with associates to orchestrate a sophisticated racket involving the fraudulent procurement and misuse of temporary mining permits.",
news_reports,Chhattisgarh,Gariyaband,Pairi,,"A team of four journalists were assaulted while investigating an illegal sand mining operation along the Pairi River in Gariaband district of Chhattisgarh . The journalists claim deeper conspiracies are in play as they had informed the district mining officials about this illegal operation, and instead of officials arriving to investigate, a group of seven to eight armed men appeared and launched a brutal attack on the hapless journalists. The journalists have raised concerns over possible collusion between mining officials and illegal operators. The police filed an FIR, and two suspects have been arrested. While authorities have promised strict action, skepticism remains over whether concrete measures will be implemented to curb the entrenched sand mafia network.",
news_reports,Bihar,"Patna, Bhojpur, Gaya, Rohtas, Bhagalpur, Saran, Aurangabad, Arwal, Khagaria, Banka, Nawada, Jehanabad","Ganga, Sone, Kiul, Falgu, Chanan, Morhar, Punpun",,"The sand mafia continues mechanized illegal mining during the 4-month ban during rains, raking in huge profits while causing massive damage to rivers and aquatic habitats. Irrespective of the ban, rampant illegal sand mining has been going on across the state, allegedly in the full knowledge of the local authorities.",
news_reports,Jharkhand,"Giridih, Hazaribagh, Gumla, West Singhbum, Palamu, East Singhbum, Ramgarh, Simdega, Bokaro, Chatra, Deoghar, Dhanbad, Dumka, Garhwa, Godda, Jamtara, Khunti, Koderma, Latehar, Lohardaga, Pakur, Ranchi, Sahebganj, Saraikela-kharsawan",N/A,,"This article suggest that even after the regulation brought in sand mining in Jharkhand, there is no shortage of stock being faced. Now private agencies will do the mining work for which tenders will be issued. Online applications are still being accepted for the needy. JSMDC is returning the money of the applicants.",
news_reports,Jharkhand,"Giridih, Hazaribagh, Gumla, Palamu, West Singhbum, East Singhbum, Ramgarh, Simdega, Bokaro, Chatra, Deoghar, Dhanbad, Dumka, Godda, Jamtara, Khunti, Koderma, Latehar, Lohardaga, Garhwa, Pakur, Ranchi, Sahebganj, Saraikela-kharsawan",N/A,,"A ban is imposed every year from June 10 to October 15 on sand mining from all river ghats in Jharkhand. This restriction is enforced during the monsoon season to minimize the environmental impact on river ghats. Sand around this time is sold from stock. Currently, the Jharkhand State Mineral Development Corporation Limited (JSMDC) has a stock of 5 million (50 lakh) cubic feet. The Department of Mines and Geology has approved the Jharkhand Sand Mining Rules-2025 for this purpose.",
news_reports,Meghalaya,South Garo Hills,N/A,,"Pressure group - Association for Democracy and Empowerment (ADE), Rongara -  submitted complaints to district DC regarding illegal extraction of sand and stone gravel from the river banks in the South Garo Hills district, Meghalaya, by two construction companies-  Narendra Sharma Construction (NSC) and Niddhi Creative Infrastructure Limited (NCIL)",
news_reports,West Bengal,"Kolkata, Bankura, Dakshin Dinajpur, Darjeeling, Howrah/Haora, Hugli / Hooghly, Cooch Behar, Murshidabad, North 24 Parganas, Paschim Medinipur, Purba Medinipur, Purulia, Uttar Dinajpur, Birbhum, Jalpaiguri, Malda, Nadia, South 24 Parganas, Kalimpong, Purba Bardhaman, Alipurduar, Jhargram, Paschim Bardhaman",N/A,,"West Bengal Opposition Leader Suvendu Adhikari alleged that large-scale illegal sand mining is disturbing the state’s ecological balance and river systems. He filed a complaint with the Ministry of Environment, claiming the activity is run by TMC leaders.",
news_reports,Chhattisgarh,Raipur,Arpa,,"CG HC (Bilaspur) passed an order directing the state to take stringent measures to prevent illegal sand mining and excavation. The order was passed in response to a PIL filed in 2019, highlighting the growing problem in CG.


The court noted that the state needs to take stricter measures, including bringing in legislation for criminal prosecution of those involved and directed the Secretary, Mines and Minerals Department, to ensure the same. 


The Secretary has been asked to file a personal affidavit in the matter by the next date (March 24, 2025), and if any such incident is reported, the court would take strict action against the erring officials as well as the person concerned.


The court has also directed the Secretary to inform about the further progress with respect to the cleanliness and treatment plant for the Arpa River by the next date. ",
news_reports,Chhattisgarh,Balrampur-Ramanujganj,Kanhar,,"Constable Shiv Bachchan Singh was killed while trying to stop a sand mining tractor by the Kanha River in Balrampur, Chhattisgarh. Two of the accused have been apprehended, but one is at large.",
news_reports,Chhattisgarh,Janjgir-champa,N/A,,"In a swift 10-hour operation, authorities seized 87 vehicles (including tractors & dumpers) involved in illegal sand mining across multiple locations. The raid, led by the Collector, SP, and Mining Department, intended to effectively prevent illegal excavation, transportation and storage of sand minerals, and it disrupted sand mafia operations, triggering panic.",
news_reports,Bihar,"Bhojpur, Saran, Buxar, Vaishali","Sone, Ganga",,"Illegal sand mining along Bihar’s rivers, particularly the Sone, is devastating the environment despite seasonal bans and regulations. Miners openly use manual labor by day and heavy machinery by night to evade restrictions, deepening riverbeds, lowering groundwater levels, destroying riverbanks, and increasing flood risks. This unregulated extraction undermines water availability, agriculture, and biodiversity, while weak enforcement allows the sand mafia to continue exploiting the rivers unchecked, turning a vital resource into an ecological and social crisis.",
news_reports,Nagaland,Niuland,Diphu / Chathe,,"Deputy Commissioner of Niuland District, has issued an official order (June 2025), banning the use of heavy machinery for sand and boulder extraction from the Chathe River, Nagaland


The order follows reports of rampant and unregulated mining along the riverbed, which the district administration said has caused significant ecological damage and poses an increasing threat to life and property in villages along the riverbanks.",
news_reports,Chhattisgarh,Rajnandgaon,Shivnath,,"3 men assaulted for opposing illegal sand mining in Chhattisgarh's Rajnandgaon district.


The incident took place in Mohad village when some smugglers were allegedly retrieving sand from the Shivnath river using an earth mover, and some villagers returning from a local festival questioned them. Following an argument, they were assaulted with sticks, prompting villagers to rush to the site.


The accused escaped in two cars and one of them fired two-three rounds with a gun. A local corporator Sanjay Rajak, who was also present there, was accused of being involved in the illegal sand mining. A case has been registered and the corporator and the excavator machine driver have been arrested based on the villagers' complaint. ",
news_reports,"Nagaland, Assam","Dimapur, Karbi Anglong",N/A,,"The Sand Mahaldars Supplier Association (SMSA) held a press conference to call for stopping illegal sand mining, and to establish uniformity in sand rates for legal suppliers


SMSA vice president Harsing Hanse mentioned that there is widespread illegal mining in the sand business and that SMSA has been actively working to contain it.


He said that some suppliers extract sand illegally and sell it to Dimapur at lower rates, resulting in the depletion of sand in Karbi Anglong and environmental degradation.",
news_reports,Tripura,West Tripura,Howrah,,"Announcement by the Tripura CM about a new project was accompanied by an admission of sand mining along the river (in a negative tone).


Tripura CM announces a project by PWD (WR) which has prepared a draft concept paper for strengthening the Howrah River embankment. Howrah river in Tripura is affected by human activities such as land-use changes, sand mining, water harvesting, solid waste disposal, agriculture, and hill cutting for brick industries.",
news_reports,Nagaland,Dimapur,"Dhansiri, Diphu / Chathe",,"The Dimapur district administration has constituted an enforcement committee to look into rampant mining and extraction of sand, gravel and boulders along the Dhansiri and Chathe rivers. The committee would decide on areas to restrict mining and areas to let it continue under monitoring, with its report due on 23rd April, 2015.


The officials and representatives of both government and non-government organisations realise that the very survival of Dimapur and its residents would be at stake because of sand mining.",
news_reports,Chhattisgarh,"Raipur, Balrampur-Ramanujganj, Dhamtari, Janjgir-champa, Korea / Koriya, Dakshin Bastar Dantewada, Bijapur, Bilaspur, Durg, Jashpur, Bastar, Uttar Bastar Kanker, Korba, Mahasamund, Narayanpur, Rajnandgaon, Surguja, Kabeerdham, Balod, Balodabazar-Bhatapara, Bemetara, Gariyaband, Gaurela-Pendra-Marwahi, Khairagarh-Chhuikhadan-Gandai, Raigarh, Kondagaon, Manendragarh-Chirmiri-Bharatpur (MCB), Surajpur, Sakti, Sarangarh-Bilaigarh, Mohla-Manpur-Ambagarh Chouki, Mungeli",N/A,,"The Chhattisgarh mining department has directed district collectors and mining officials to intensify surveillance and enforcement through district-level task forces to control illegal sand mining while ensuring a smooth supply of sand for construction. This came after the incident of Police constable Shiv Bachan Singh was killed when he attempted to stop an illegal sand mining tractor, and ahead of the sand mining ban from June 10 - Oct 15.


The directive included:

- intensify surveillance and enforcement through dedicated district-level task forces

- mining should take place within legal limits set by their environmental clearances

- timely collection of mineral revenue

- sand should only be mined and transported from authorized sources. Any illegal supply chain will face severe penalties.",
news_reports,Bihar,"Araria, Aurangabad, Begusarai, Buxar, Gaya, Jamui, Kishanganj, Madhepura, Madhubani, Pashchim Champaran, Patna, Rohtas, Saharsa, Samastipur, Sheohar, Sitamarhi, Siwan, Supaul, Arwal, Vaishali, Sheikhpura, Saran, Purnia, Purbi Champaran, Nalanda, Muzaffarpur, Munger, Lakhisarai, Khagaria, Katihar, Gopalganj, Kaimur (Bhabua), Nawada, Jehanabad, Bhagalpur, Bhojpur, Banka, Darbhanga",N/A,,"The Bihar cabinet approved the Bihar Mines (Illegal Mining, Transportation Prevention) (Amendment) Rules 2024 to tighten sand mining oversight via e-auctions and strict timelines. Heavy fines ranging from ₹5,000 to ₹10 lakh will be imposed for violations at any stage, including mining, transportation, and GPS tampering; repeat offenders may face licence suspension or cancellation. The rules also regulate transport conditions (e.g., color-coded vehicles, covered sand) and mandate timely submission of mining plans, with escalating penalties for delays.",
news_reports,"Andhra Pradesh, Odisha",Ganjam,Bahuda,,"Hundreds of vehicles with Andhra Pradesh registration numbers are illegally extracting large-scale sand from Bahuda river, Kharakharia village, Chikiti block of Ganjam (Dt.) close to the interstate border. Local residents say such transportation to A.P. isn't new, but the current large-scale operation is being conducted openly by a mafia from A.P. under administration's watch.",
